comparates,LITETime,InceptionTime,Inception,ROCKET,LITE,ResNet,FCN
MMM4TSC,"0.0011
16 / 0 / 19
0.7524","0.0016
16 / 0 / 19
0.6330","0.0133
19 / 0 / 16
0.2071","0.0207
20 / 0 / 15
0.2318","0.0246
21 / 0 / 14
0.0371","0.0449
20 / 1 / 14
0.0078","0.0664
26 / 0 / 9
 $\leq$ 1e-04"
